city,classe_energie,description,ges,last_updated,posted_on,price,price_surface,rooms,siret_agence,surface,time_online,title,type,url,zipcode
Saint-Egrève,E,"Maison individuelle 6 pièces de bonne facture sur 2 niveaux   avec un sous-sol, très bien entretenue, il faudra cependant rénover la maison au goût du jour. Cette demeure dispose d'un très grand potentiel:,Au rez-de-chaussée belle entrée lumineuse, cuisine fermée avec passe plat, Grand séjour avec une baie vitrée en double vitrage.Terrasse exposée plein sud, suite parentale avec salle de bains disposant de très beau volume et d'un bureau,,A l'étage, salle de bains avec 3 chambres et dressings très grands placards + grandes surfaces de rangement,Au sous-sol vous trouverez un grand garage (2 véhicules), atelier, buanderie, cave et WC pour une surface totale de 120 m² Le tout sur un terrain plat de 615 m², clos et arboré, dans un quartier résidentiel de la commune, au calme, proche des lignes de bus. ,Taxe Foncière : 2 300 €,Bien non soumis au statut de la copropriété ,Honoraire charge vendeur",E,1563917564.995871,1562076180.0,395000,2468.75,6,,160,21.312326341100313,Maison 6 pièces,Maison,https://www.leboncoin.fr/ventes_immobilieres/1640445939.htm/,38120
Saint-Egrève,E,"SUPERBE MAISON T5 SUR 626M² DE TERRAIN,Saint-Egrève , secteur La Monta proche de constructions neuves, belle maison d'environ 160m² utiles, composé de 4 chambres, cuisine, pièce de vie, 2 wc, salle d'eau et salle de bain, sous-sol, sur terrain clos et arborée de 626m². . Isolation extérieure (murs + toits), prévoir travaux de rafraîchissement,  grands volumes, beau potentiel. à découvrir rapidement.,370000 euros Honoraires à la charge du vendeur.,Référence annonce : E1BHDL",E,1563917566.175757,1562142180.0,370000,2312.5,6,81376928800016,160,20.548451108297815,Maison 6 pièces 160 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1634845386.htm/,38120
Fontanil-Cornillon,B,"Au cœur du village, dans un environnement résidentiel calme, jolie villa individuelle comprenant un bel espace à vivre lumineux, un cellier et un w.c au   rez de chaussée.,A l'étage, trois chambres, une salle de bains et un deuxième w.c séparé.,Construction de qualité aux normes RT2012. Charpente traditionnelle, volets roulants motorisés, chauffage pompe à chaleur avec plancher chauffant. ,A découvrir rapidement !,Terrain 346m²,Garage 21m²,Tel.: 06 07 68 27 95,""Les Maisons Atelier Gröll""",A,1563917567.257725,1562232300.0,395000,4202.127659574468,5,,94,19.505408075520837,Fontanil villa contemporaine,Maison,https://www.leboncoin.fr/ventes_immobilieres/1641201299.htm/,38120
Proveysieux,,"Proveysieux, maison ancienne, bon état structurel, cadre de vie agréable, proximité relative des commodités,PROVEYSIEUX : Maison ancienne en bon état structurel, 108 m² habitables, nécessitant des travaux importants d'aménagement, avec un beau potentiel, toiture neuve, assainissement individuel mis aux normes, grand salon de 34 m² ouvrant sur terrasse au SUD, 3 chambres et 1 bureau, garage et atelier en sous-sol. Terrain de 483 m² env à 5 minutes de SAINT-EGREVE.,Référence annonce : 3399-4112946,Les honoraires sont à la charge du vendeur",,1563917568.303219,1562307360.0,255000,2361.1111111111113,4,53932769200015,108,18.636670176146758,Maison 4 pièces 108 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1641719397.htm/,38120
Saint-Egrève,,"Maison,Les Villas du Parc viennent s'installer au calme, près des grands cèdres séculaires de l'allée de Bellevue à Saint-Égrève.,Composé de 5 villas mitoyennes du T4 au T5 à très faible consommation d'énergie, cet ensemble immobilier associe intimité et confort de vie pour ses habitants.,Les logements, en R+1 spacieux et cosy, font la part belle aux larges ouvertures, pour dégager la vue sur les jardins privatifs en rez-de-chaussée, et profiter ainsi à chaque saison de la vie en extérieur.,Villa de 102.69 m² avec 16.81m² de terrasse et 53.74m² de jardin.,Contact m.delafuente@lasolutionimmo.com   - 06 47 87 01 55,Référence annonce : 2019-XX-4159847,Les honoraires sont à la charge du vendeur",,1563917569.779136,1562565360.0,355000,3480.392156862745,4,81878734300016,102,15.650576147406742,Villa 4 pièces 102 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1643030231.htm/,38120
Saint-Egrève,,"Maison,Les Villas du Parc viennent s'installer au calme, près des grands cèdres séculaires de l'allée de Bellevue à Saint-Égrève.,Composé de 5 villas mitoyennes du T4 au T5 à très faible consommation d'énergie, cet ensemble immobilier associe intimité et confort de vie pour ses habitants.,Les logements, en R+1 spacieux et cosy, font la part belle aux larges ouvertures, pour dégager la vue sur les jardins privatifs en rez-de-chaussée, et profiter ainsi à chaque saison de la vie en extérieur.,Villa de 126.62 m² (dont combles aménageables ) avec 17.42 m² de terrasse et 60.50m² de jardin.,Contact m.delafuente@lasolutionimmo.com   - 06 47 87 01 55,Référence annonce : 2019-XX-4159869,Les honoraires sont à la charge du vendeur",,1563917570.921021,1562583060.0,375000,2976.190476190476,5,81878734300016,126,15.445728252557693,Villa 5 pièces 126 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1643030362.htm/,38120
Saint-Egrève,D,"Secteur Rochepleine - Rue Jean Moulin 38120 St Egrève,Alexia HERREMAN, votre Conseiller indépendant Dr House Immo, à votre écoute au 0631519329 vous propose cette maison mitoyenne de 85 m² loi carrez, et 105 m² en surface habitable répartie sur 3 niveaux, sur un terrain de 184 m².,Au rez de chaussée : une entrée avec des placards, un WC, une pièce de vie lumineuse avec une cheminée, et une cuisine équipée.,Le premier étage dessert 3 chambres avec des placards ainsi qu'une salle d'eau avec WC.,Et au dernier étage, les combles aménagées créer deux pièces supplémentaires, actuellement une 4ème chambre et un bureau, ainsi que des rangements.,Cette maison vous offre un espace terrasse à l'avant et à l'arrière un jardin au calme avec vue sur la montagne.,Ce bien est en bon état général, la salle d'eau et la cuisine viennent d'être rénovées.,Elle dispose également d'un garage à l'avant de 14 m².,Secteur Rochepleine - Rue Jean Moulin 38120 St Egrève,Référence annonce : 21536DHI532,Les honoraires sont à la charge du vendeur",E,1563917572.173362,1562663580.0,315000,3000.0,5,81799837000024,105,14.513798302801119,Maison 5 pièces 105 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1631876540.htm/,38120
Saint-Egrève,F,"St Egreve en exclusivité jolie maison,St Egreve en exclusivité  rue de St Nizier . Une jolie petite maison construite dans les années 70 tres bien entretenue composée actuellement de 2 chambres mais avec une possibilité d appartement supplémentaire car dépendance .  l endroit est idéalement placé pour son calme mais malgré tout a coté du tramway et d une zone d activités commerciales.  le chauffage est électrique récemment changé ainsi que les fenêtres en double vitrage . Vous bénéficierai d un joli jardin de 420 m2 ainsi que d un magnifique Amandier ! Cette Jolie maison vous séduira par son potentiel ainsi que sa situation géographique.La présente annonce immobilière a été rédigée par Mr Bertolone , immatriculée au RCS de Grenoble sous le n°439015397  Contact : Yann au 06.36.41.55.19 ou mail : espaceimmo.bertolone@gmail.com . Honoraires a la charge de l acquereur 10000 Euros . -,Référence annonce : yb1973..A,Prix hors honoraires : 300 000 €",D,1563917573.20081,1562844000.0,310000,3875.0,4,52177380400054,80,12.425615750115227,Maison 4 pièces 80 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1644557047.htm/,38120
Saint-Egrève,D,"Proximité SAINT-EGREVE :,A 23 mn de Saint-Egrève , proche gares, commodités à 5 mn dans quartier résidentiel belle maison d'architecte de construction traditionnelle, avec prestations de qualité, de plain pied comprenant séjour de 45 m² avec cheminée baies coulissantes donnant sur terrasse, cuisine équipée donnant sur terrasse couverte, 4 chambres dont une suite parentale avec dressing. SDB avec porte-fenêtre donnant sur terrasse. Toilettes. Nombreux rangements. Volets roulants électriques. buanderie. Chauffage au fuel avec plancher chauffant dans les pièces de vie. 2 garages. Piscine. Sauna. Jacuzzi. Terrain clos et arboré de 1100 m².,Référence annonce : 2927a-4152695,Les honoraires sont à la charge du vendeur",D,1563917574.27765,1562909340.0,375000,2500.0,6,42081088900014,150,11.66937821354303,Maison 6 pièces 150 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1645172571.htm/,38120
Saint-Egrève,,"Maison neuve 4 pièces,Saint-Egrève secteur MONTA, maison neuve T4  composée d'une belle pièce de vie, salle de bain dressing WC . A l'étage 3 chambres, sdb. Terrasse, garage et jardin. Basse consommation, belle exposition à découvrir.,355000 euros Honoraires à la charge du vendeur.,Référence annonce : E1BZUU,A propos de la copropriété :,Nombre de lots : 9",,1563917578.215342,1562950620.0,355000,3480.392156862745,4,81376928800016,102,11.191646010903296,Maison 4 pièces 102 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1610032515.htm/,38120
Saint-Egrève,,"Maison Saint Egreve 126 m² - 4 Chambres,Saint-Egrève secteur MONTA, maison neuve T5  composée d'une belle pièce de vie, chambre en rdc, salle de bain dressing WC . A l'étage 3 chambres et sdb. Terrasse, garage et jardin. Basse consommation, belle exposition à découvrir.,375000 euros Honoraires à la charge du vendeur.,Référence annonce : E104KH,A propos de la copropriété :,Procédure en cours,Nombre de lots : 9",,1563917579.718843,1562950620.0,375000,2976.190476190476,5,81376928800016,126,11.191663412534528,Maison 5 pièces 126 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1610032523.htm/,38120
Fontanil-Cornillon,A,"Superbe maison à St Egrève,Exclusivité - St Egrève - Excellia vous propose vous propose ce projet de maison en rt 2012 (permis déposé et constructeur exclusif) de 118 m2 + garage sur une parcelle d'environ 595 m2 dans un quartier résidentiel de Saint Egrève. Ce bien idéalement situé comprend : hall, quatre chambres, deux salles de bains, belle pièce de vie avec cuisine ouverte sur salon salle à manger, cellier et grand garage. Cette villa offre de très belle prestations carrelage 60 x 60 cm, volets roulants électriques, chauffage au sol par pompe à chaleur, wc suspendus, finitions des murs et plafonds lisses..... (garanties et assurances obligatoires comprises),) vrd inclus et hors frais de notaire et frais de raccordement. Excellia immobilier 06 82 28 98 40.,Référence annonce : 6_00610,Les honoraires sont à la charge du vendeur,A propos de la copropriété :,Pas de procédure en cours,Nombre de lots : 2",A,1563917581.107944,1563015240.0,475000,4025.423728813559,6,80111411700014,118,10.443762823426061,Villa 6 pièces 118 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1464422097.htm/,38120
Saint-Egrève,E,"À vendre à ST-EGREVE, maison avec deux appartements,Maison composée de deux logements. Au rez-de chaussée, un appartement de type T3 avec cuisine ouverte sur séjour, deux chambres, salle d'eau. Grand garage d'environ 26 m². À l'étage, un appartement de type T4 avec séjour donnant sur balcon avec une belle vue dominante sur le lac de Fiancey, cuisine, trois chambres, salle de bains, wc.,Grand terrain de 1738 m² en pente et en zone naturelle non constructible.,L'appartement du rez-de-chaussée est occupé par un locataire générant un revenu foncier de 512,99 € / mois.,Référence annonce : 3076-3728209,Les honoraires sont à la charge du vendeur",C,1563917582.307966,1563180120.0,300000,2362.2047244094488,7,53932769200015,127,8.53544337923604,Maison 7 pièces 127 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1619919993.htm/,38120
Fontanil-Cornillon,D,"FONTANIL-CORNILLON, Grande maison, au calme, dépendances, beau terrain, zone pavillonnaire,FONTANIL-CORNILLON, Grande maison à vendre, 149m², avec un grand salon de 43 m², cuisine et 2 salles de bains aménagées, 4 chambres dont une de plain-pied, un salon d'été tourné vers la nature, elle est desservie par une impasse dans un secteur pavillonnaire, garantissant le calme sans être isolée, à quelques minutes de toutes commodités, dépendances, possibilité d'agrandissement de la maison en aménageant les combes qui sont prévues à cet effet et pourraient accueillir 2 chambres supplémentaires. Terrain de 1294 m² plat, agrémenté d'une piscine hors-sol. EXCLUSIVITE,Référence annonce : 3313-4037074,Les honoraires sont à la charge du vendeur",B,1563917583.18533,1563267480.0,430000,2885.9060402684563,5,53932769200015,149,7.524342422799932,Maison 5 pièces 149 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1588104444.htm/,38120
Saint-Egrève,D,"Maison familiale avec dépendances,CHC vous propose en exclusivité cette maison de plus de 180m2 à Saint Egrève.,Sur un terrain de 1000 m2 proche de toutes commodités, commerces, écoles, Tram,...,Elle est idéale pour une famille nombreuse, grande pièce de vie avec cheminée, 3 belles chambres, et nombreuses dépendances vous permettront de bien profiter des espaces.,Un garage de 70m2 et un sous-sol aménageable de 90m2 complètent le tout.,Cette maison correspond à votre projet ? N'hésitez pas à nous contacter pour plus de renseignements et éventuellement organiser une visite.,FAI, Contact JP RICHARD CHC 04 76 000 924 / 06 12 159 160,Référence annonce : CHC_HM_1801,Les honoraires sont à la charge du vendeur",B,1563917584.479754,1563610260.0,445000,2472.222222222222,7,83914435900016,180,3.55699629344874,Maison 7 pièces 180 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1516052043.htm/,38120
Saint-Egrève,C,"ST EGREVE : secteur CHAMPAVIOTTE ,,MAISON INDIVIDUELLE de  2008 . de 120 m2 avec garage et jardin.,Cette maison tout confort bénéficie d'un état irréprochable. Au rdc: un grand hall avec un placard et wc faiencé. Une  cuisine équipée de marque , ouverte sur grand séjour avec cheminée qui donne sur la terrasse.   ,A l'étage:  grand hall desservant  4 chambres  ( 20 /15 / 9/ 13 )  m2  dont 2 avec placard, une  grande salle de bain équipée de marque  avec fenêtre,et  un wc faïencé .,L’extérieur est aménagé de façon à entourer la maison de verdure avec un coin jardin et un coin terrasse ,Equipements:  volets roulant électriques au rdc. chauffage gaz .,Proche des écoles , tram et commerces ,-",C,1563917585.735797,1563634080.0,410000,3416.6666666666665,5,,120,3.2813163865385233,MAISON INDIVIDUELLE 5 PIÈCES 120 m2 410000,Maison,https://www.leboncoin.fr/ventes_immobilieres/1639200312.htm/,38120
Mont-Saint-Martin,,"EXCLUSIVITE,A 15 minutes du Fontanil, à Mont-Saint Martin, joli village ensoleillé niché sur les contreforts de la Chartreuse. Calme et tranquillité. Cadre bucolique. Superbe vue.,Sur un terrain d’environ 4 566 m2, vaste ensemble immobilier de plus de 500 m2 utiles composé d’une maison principale, d’une 2ème maison attenante, d’une belle grange et d’ateliers. Beaucoup de cachet et de potentiel. La maison est composée d’un salon avec cheminée, d’une salle à manger lumineuse, d’une cuisine intégrée haut de gamme, de 4 chambres, d’une salle de bains, d’une salle d’eau, d'une bureau, d’une buanderie et de 2 wc. La 2ème maison est composée d’un séjour, d’une cuisine, de 3 chambres, d’une salle de bains, d’un wc et d’un atelier ; ce logement nécessite des travaux. Plusieurs dépendances (grange, ateliers, cave, chalet…) et une source. Un vaste terrain arboré avec piscine vient agrémenter cette propriété atypique et pleine de charme. De nombreuses possibilités.,Prix de vente : 559 000 euros (honoraires inclus à la charge du vendeur),JB Immobilier FNAIM 06 70 46 08 37",,1563917586.598628,1563781080.0,559000,1118.0,,,500,1.579937484120881,"LE FONTANIL, Mont-St-Martin propriété de caractère",Maison,https://www.leboncoin.fr/ventes_immobilieres/1620513213.htm/,38120
Saint-Egrève,,"NOUVEAUTÉ en EXCLUSIVITÉ chez 1PRO'IMMO.,SAINT EGREVE, secteur LA MONTA, Dans un environnement très calme.,Suite division parcellaire, projet de construction de maison d'environ 90 m² de type 4 composée : d'une grande pièce de vie de 42m², 3 chambres, salle de bain, WC et un garage de 16m².,Maison clef en main, construction norme RT2012, chauffage avec pompe à chaleur...,Prix construction maison + terrain : 324 000 euros FAI - Honoraires à la charge du vendeur.,Contact : Franck 06.80.42.57.93,Retrouvez tous nos bien sur notre site 1proimmo,Référence annonce : ag125-agence2307-156,Non soumis au DPE,Les honoraires sont à la charge du vendeur",,1563917587.726855,1563861900.0,324000,3600.0,4,,90,0.6445338756370323,Maison 4 pièces 90 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1649844878.htm/,38120
Fontanil-Cornillon,E,"maison individuelle Fontanil-Cornillon,NOUVEAUTÉ en EXCLUSIVITÉ chez 1PRO'IMMO.,FONTANIL, proche du centre village, maison individuelle  composée au rez de chaussée : un hall d'entrée, une pièce de vie ouverte sur cuisine, un WC, une buanderie.,Au premier étage : un dégagement, une mezzanine, trois chambres, un bureau, une salle de bain et un WC.,Le tout sur un terrain de 540 m² avec garage et piscine 8mx4m.,Chauffage électrique + cheminée foyer fermé.,Prix : 349 000 euros FAI - Honoraires à la charge du vendeur.,Contact : Franck 06.80.42.57.93,Retrouvez tous nos bien sur notre site 1proimmo,Référence annonce : ag125-agence2307-125,Les honoraires sont à la charge du vendeur",C,1563917589.087975,1563863460.0,349000,3231.4814814814813,5,,108,0.6264940737850136,Maison 5 pièces 108 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1649844524.htm/,38120
Saint-Egrève,E,"Saint Martin de Vinoux,Saint Martin de Vinoux : limite de Saint Egrève  proche commodités et tram, venez visiter cette maison qui vous propose, au rdc, sous sol complet, garage 45m², atelier, cellier, au 1er étage séjour salon avec cheminée, salle de bain, toilettes, deux chambres, dressing, au 2ème étage, une chambre, possibilité de créer une autre chambre ou bureau.,PRIX: 299 000 Euros FAI- Honoraires à la charge du vendeur.,Cette annonce à été publiée par un agent commercial,.,Contact: Francis 06 01 23 64 77,.,Retrouvez tous nos bien sur notre site 1proimmo,Référence annonce : ag125-agence2307-161,Les honoraires sont à la charge du vendeur",C,1563917589.960615,1563868320.0,299000,2990.0,5,,100,0.5702541737837924,Maison 5 pièces 100 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1649844915.htm/,38120
Saint-Egrève,,"Secteur Champaviotte, cette charmante maison de ville de 104m² vous séduira par ses volumes ainsi que sa rénovation contemporaine.,Au rdc: une buanderie, une cuisine, une salle d'eau avec wc, un grand séjour lumineux 34m², une suite parentale avec sa salle de bain privative grand placard et son wc.,A l'étage: 2 grandes chambres de plus de 14m².,2 places de parking, terrasse et 2 caves enterrés.,Secteur résidentiel recherché par son calme et proche de toutes commodités.,PRIX 279 000euros Honoraires à la charge du vendeur,cette annonce a été publiée par un agent commercial.,Contact: DAVID: 06.67.93.45.66,Retrouvez tous nos biens sur notre site 1proimmo,Référence annonce : ag125-agence2307-128,Les honoraires sont à la charge du vendeur",,1563917591.265733,1563870720.0,279000,2682.6923076923076,4,,104,0.5424915015393937,Maison de ville 4 pièces 104 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1649844633.htm/,38120
Saint-Egrève,E,"NOUVEAUTÉ en EXCLUSIVITÉ chez 1PRO'IMMO.,SAINT EGREVE, secteur LA MONTA, suite division parcellaire, maison individuelle située rue Adolf MUGUET de type 5 d'une surface de 100 m² sur une une parcelle de terrain d'une surface d'environ 330 m².,Elle se compose au rez de chaussée : un hall d'entrée, une pièce de vie avec accès sur la véranda, un coin cuisine.,En demi niveau : deux chambres, une salle de bain et un WC.,Au 1er étage : deux chambres.,En sous sol : un garage et une chaufferie.,La maison construite en 1953 nécessite des travaux. Prévoir budget.,Prix : 249 000 euros FAI - Honoraires à la charge du vendeur.,Contact : Franck 06.80.42.57.93,Retrouvez tous nos bien sur notre site 1proimmo,Référence annonce : ag125-agence2307-155,Les honoraires sont à la charge du vendeur",F,1563917592.418783,1563872280.0,249000,2490.0,5,,100,0.5244492914693223,Maison 5 pièces 100 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1649844566.htm/,38120
Saint-Egrève,,"MAISON PLATEAU BRUT ST EGREVE,Emplacement privilégié LA MONTA, maison neuve d'environ 100 m2 au sol avec possibilité de mezzanine, en plateau aménageable, attenante à une ancienne bâtisse du 19ème siècle et son parc avec 207 m2 de jardin, cave et place de parking. Résidence sécurisée avec portail électrique.Travaux intérieurs à prévoir ( entre 50 et 70 000 euros).  La présente annonce immobilière vise 1 lot principal situé dans une copropriété formant 35 lots principaux ne faisant l'objet d'aucune procédure en cours et d'un montant de charges entre 100 et 150 euros par mois ( soit entre 1200 et 1800 EUR annuel) déclaré par le vendeur.Honoraires d'agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE et GES vierge.  - Annonce rédigée et publiée par un Agent Mandataire -,Référence annonce : 17_200,Les honoraires sont à la charge du vendeur,A propos de la copropriété :,Pas de procédure en cours,Nombre de lots : 35",,1563917594.010119,1563893580.0,250000,2500.0,4,83912112600016,100,0.27793993193242283,Maison 4 pièces 100 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1645049406.htm/,38120
